Type	D	M	Y	Season	Winning League	Winning Team	Losing League	Losing Team	Winner Score	Loser Score	OT	Country	City	Attend.
Playoffs	20	5	2008	(2007-08)	NBA	Boston Celtics	NBA	Detroit Pistons	88	79				
Playoffs	21	5	2008	(2007-08)	NBA	Los Angeles Lakers	NBA	San Antonio Spurs	89	85				
Playoffs	22	5	2008	(2007-08)	NBA	Detroit Pistons	NBA	Boston Celtics	103	97				
Playoffs	23	5	2008	(2007-08)	NBA	Los Angeles Lakers	NBA	San Antonio Spurs	101	71				
Playoffs	24	5	2008	(2007-08)	NBA	Boston Celtics	NBA	Detroit Pistons	94	80				
Playoffs	25	5	2008	(2007-08)	NBA	San Antonio Spurs	NBA	Los Angeles Lakers	103	84				
Playoffs	26	5	2008	(2007-08)	NBA	Detroit Pistons	NBA	Boston Celtics	94	75				
Playoffs	27	5	2008	(2007-08)	NBA	Los Angeles Lakers	NBA	San Antonio Spurs	93	91				
Playoffs	28	5	2008	(2007-08)	NBA	Boston Celtics	NBA	Detroit Pistons	106	102				
Playoffs	29	5	2008	(2007-08)	NBA	Los Angeles Lakers	NBA	San Antonio Spurs	100	92				
Playoffs	30	5	2008	(2007-08)	NBA	Boston Celtics	NBA	Detroit Pistons	89	81				
Finals	5	6	2008	(2007-08)	NBA	Boston Celtics	NBA	Los Angeles Lakers	98	88				
Finals	8	6	2008	(2007-08)	NBA	Boston Celtics	NBA	Los Angeles Lakers	108	102				
Finals	10	6	2008	(2007-08)	NBA	Los Angeles Lakers	NBA	Boston Celtics	87	81				
Finals	12	6	2008	(2007-08)	NBA	Boston Celtics	NBA	Los Angeles Lakers	97	91				
Finals	15	6	2008	(2007-08)	NBA	Los Angeles Lakers	NBA	Boston Celtics	103	98				
Finals	17	6	2008	(2007-08)	NBA	Boston Celtics	NBA	Los Angeles Lakers	131	92				
Regular Season	28	10	2008	(2008-09)	NBA	Boston Celtics	NBA	Cleveland Cavaliers	90	85				
Regular Season	28	10	2008	(2008-09)	NBA	Chicago Bulls	NBA	Milwaukee Bucks	108	95				
Regular Season	28	10	2008	(2008-09)	NBA	Los Angeles Lakers	NBA	Portland Trail Blazers	96	76				
Regular Season	29	10	2008	(2008-09)	NBA	Atlanta Hawks	NBA	Orlando Magic	99	85				
Regular Season	29	10	2008	(2008-09)	NBA	Detroit Pistons	NBA	Indiana Pacers	100	94				
Regular Season	29	10	2008	(2008-09)	NBA	Houston Rockets	NBA	Memphis Grizzlies	82	71				
Regular Season	29	10	2008	(2008-09)	NBA	Los Angeles Lakers	NBA	Los Angeles Clippers	117	79				
Regular Season	29	10	2008	(2008-09)	NBA	Milwaukee Bucks	NBA	Oklahoma City Thunder	98	87				
Regular Season	29	10	2008	(2008-09)	NBA	Minnesota Timberwolves	NBA	Sacramento Kings	98	96				
Regular Season	29	10	2008	(2008-09)	NBA	Brooklyn Nets	NBA	Washington Wizards	95	85				
Regular Season	29	10	2008	(2008-09)	NBA	New Orleans Pelicans	NBA	Golden State Warriors	108	103				
Regular Season	29	10	2008	(2008-09)	NBA	New York Knicks	NBA	Miami Heat	120	115				
Regular Season	29	10	2008	(2008-09)	NBA	Phoenix Suns	NBA	San Antonio Spurs	103	98				
Regular Season	29	10	2008	(2008-09)	NBA	Toronto Raptors	NBA	Philadelphia 76ers	95	84				
Regular Season	29	10	2008	(2008-09)	NBA	Utah Jazz	NBA	Denver Nuggets (2)	98	94				
Regular Season	30	10	2008	(2008-09)	NBA	Cleveland Cavaliers	NBA	Charlotte Hornets	96	79				
Regular Season	30	10	2008	(2008-09)	NBA	Houston Rockets	NBA	Dallas Mavericks	112	102				
Regular Season	30	10	2008	(2008-09)	NBA	New Orleans Pelicans	NBA	Phoenix Suns	108	95				
Regular Season	31	10	2008	(2008-09)	NBA	Boston Celtics	NBA	Chicago Bulls	96	80				
Regular Season	31	10	2008	(2008-09)	NBA	Denver Nuggets (2)	NBA	Los Angeles Clippers	113	103	#			
Regular Season	31	10	2008	(2008-09)	NBA	Memphis Grizzlies	NBA	Orlando Magic	86	84				
Regular Season	31	10	2008	(2008-09)	NBA	Miami Heat	NBA	Sacramento Kings	103	77				
Regular Season	31	10	2008	(2008-09)	NBA	Philadelphia 76ers	NBA	New York Knicks	116	87				
Regular Season	31	10	2008	(2008-09)	NBA	Portland Trail Blazers	NBA	San Antonio Spurs	100	99				
Regular Season	31	10	2008	(2008-09)	NBA	Toronto Raptors	NBA	Golden State Warriors	112	108	#			
Regular Season	1	11	2008	(2008-09)	NBA	Atlanta Hawks	NBA	Philadelphia 76ers	95	88				
Regular Season	1	11	2008	(2008-09)	NBA	Charlotte Hornets	NBA	Miami Heat	100	87				
Regular Season	1	11	2008	(2008-09)	NBA	Chicago Bulls	NBA	Memphis Grizzlies	96	86				
Regular Season	1	11	2008	(2008-09)	NBA	Dallas Mavericks	NBA	Minnesota Timberwolves	95	85				
Regular Season	1	11	2008	(2008-09)	NBA	Detroit Pistons	NBA	Washington Wizards	117	109				
Regular Season	1	11	2008	(2008-09)	NBA	Golden State Warriors	NBA	Brooklyn Nets	105	97				
Regular Season	1	11	2008	(2008-09)	NBA	Houston Rockets	NBA	Oklahoma City Thunder	89	77				
Regular Season	1	11	2008	(2008-09)	NBA	Indiana Pacers	NBA	Boston Celtics	95	79				
Regular Season	1	11	2008	(2008-09)	NBA	Los Angeles Lakers	NBA	Denver Nuggets (2)	104	97				
Regular Season	1	11	2008	(2008-09)	NBA	New Orleans Pelicans	NBA	Cleveland Cavaliers	104	92				
Regular Season	1	11	2008	(2008-09)	NBA	Orlando Magic	NBA	Sacramento Kings	121	103				
Regular Season	1	11	2008	(2008-09)	NBA	Phoenix Suns	NBA	Portland Trail Blazers	107	96				
Regular Season	1	11	2008	(2008-09)	NBA	Toronto Raptors	NBA	Milwaukee Bucks	91	87				
Regular Season	1	11	2008	(2008-09)	NBA	Utah Jazz	NBA	Los Angeles Clippers	101	79				
Regular Season	2	11	2008	(2008-09)	NBA	Milwaukee Bucks	NBA	New York Knicks	94	86				
Regular Season	2	11	2008	(2008-09)	NBA	Oklahoma City Thunder	NBA	Minnesota Timberwolves	88	85				
Regular Season	3	11	2008	(2008-09)	NBA	Cleveland Cavaliers	NBA	Dallas Mavericks	100	81				
Regular Season	3	11	2008	(2008-09)	NBA	Detroit Pistons	NBA	Charlotte Hornets	101	83				
Regular Season	3	11	2008	(2008-09)	NBA	Memphis Grizzlies	NBA	Golden State Warriors	90	79				
Regular Season	3	11	2008	(2008-09)	NBA	Orlando Magic	NBA	Chicago Bulls	96	93				
Regular Season	3	11	2008	(2008-09)	NBA	Philadelphia 76ers	NBA	Sacramento Kings	125	91				
Regular Season	3	11	2008	(2008-09)	NBA	Utah Jazz	NBA	Los Angeles Clippers	89	73				
Regular Season	4	11	2008	(2008-09)	NBA	Boston Celtics	NBA	Houston Rockets	103	99				
Regular Season	4	11	2008	(2008-09)	NBA	Dallas Mavericks	NBA	San Antonio Spurs	98	81				
Regular Season	4	11	2008	(2008-09)	NBA	Phoenix Suns	NBA	Brooklyn Nets	114	86				
Regular Season	5	11	2008	(2008-09)	NBA	Atlanta Hawks	NBA	New Orleans Pelicans	87	79				
Regular Season	5	11	2008	(2008-09)	NBA	Boston Celtics	NBA	Oklahoma City Thunder	96	83				
Regular Season	5	11	2008	(2008-09)	NBA	Cleveland Cavaliers	NBA	Chicago Bulls	107	93				
Regular Season	5	11	2008	(2008-09)	NBA	Detroit Pistons	NBA	Toronto Raptors	100	93				
Regular Season	5	11	2008	(2008-09)	NBA	Golden State Warriors	NBA	Denver Nuggets (2)	111	101				
Regular Season	5	11	2008	(2008-09)	NBA	Los Angeles Lakers	NBA	Los Angeles Clippers	106	88				
Regular Season	5	11	2008	(2008-09)	NBA	Miami Heat	NBA	Philadelphia 76ers	106	83				
Regular Season	5	11	2008	(2008-09)	NBA	Milwaukee Bucks	NBA	Washington Wizards	112	104	#			
Regular Season	5	11	2008	(2008-09)	NBA	New York Knicks	NBA	Charlotte Hornets	101	98				
Regular Season	5	11	2008	(2008-09)	NBA	Phoenix Suns	NBA	Indiana Pacers	113	103				
Regular Season	5	11	2008	(2008-09)	NBA	Sacramento Kings	NBA	Memphis Grizzlies	100	95				
Regular Season	5	11	2008	(2008-09)	NBA	San Antonio Spurs	NBA	Minnesota Timberwolves	129	125	##			
Regular Season	5	11	2008	(2008-09)	NBA	Utah Jazz	NBA	Portland Trail Blazers	103	96				
Regular Season	6	11	2008	(2008-09)	NBA	Orlando Magic	NBA	Philadelphia 76ers	98	88				
Regular Season	6	11	2008	(2008-09)	NBA	Portland Trail Blazers	NBA	Houston Rockets	101	99	#			
Regular Season	7	11	2008	(2008-09)	NBA	Atlanta Hawks	NBA	Toronto Raptors	110	92				
Regular Season	7	11	2008	(2008-09)	NBA	Boston Celtics	NBA	Milwaukee Bucks	101	89				
Regular Season	7	11	2008	(2008-09)	NBA	Charlotte Hornets	NBA	New Orleans Pelicans	92	89				
Regular Season	7	11	2008	(2008-09)	NBA	Chicago Bulls	NBA	Phoenix Suns	100	83				
Regular Season	7	11	2008	(2008-09)	NBA	Cleveland Cavaliers	NBA	Indiana Pacers	111	107				
Regular Season	7	11	2008	(2008-09)	NBA	Denver Nuggets (2)	NBA	Dallas Mavericks	108	105				
Regular Season	7	11	2008	(2008-09)	NBA	Houston Rockets	NBA	Los Angeles Clippers	92	83				
Regular Season	7	11	2008	(2008-09)	NBA	Memphis Grizzlies	NBA	Golden State Warriors	109	104				
Regular Season	7	11	2008	(2008-09)	NBA	Miami Heat	NBA	San Antonio Spurs	99	83				
Regular Season	7	11	2008	(2008-09)	NBA	Brooklyn Nets	NBA	Detroit Pistons	103	96				
Regular Season	7	11	2008	(2008-09)	NBA	New York Knicks	NBA	Washington Wizards	114	108				
Regular Season	7	11	2008	(2008-09)	NBA	Sacramento Kings	NBA	Minnesota Timberwolves	121	109				
Regular Season	7	11	2008	(2008-09)	NBA	Utah Jazz	NBA	Oklahoma City Thunder	104	97				
Regular Season	8	11	2008	(2008-09)	NBA	Cleveland Cavaliers	NBA	Chicago Bulls	106	97				
Regular Season	8	11	2008	(2008-09)	NBA	Indiana Pacers	NBA	Brooklyn Nets	98	80				
Regular Season	8	11	2008	(2008-09)	NBA	New Orleans Pelicans	NBA	Miami Heat	100	89				
Regular Season	8	11	2008	(2008-09)	NBA	Orlando Magic	NBA	Washington Wizards	106	81				
Regular Season	8	11	2008	(2008-09)	NBA	Phoenix Suns	NBA	Milwaukee Bucks	104	96				
Regular Season	8	11	2008	(2008-09)	NBA	Portland Trail Blazers	NBA	Minnesota Timberwolves	97	93				
Regular Season	9	11	2008	(2008-09)	NBA	Atlanta Hawks	NBA	Oklahoma City Thunder	89	85				
Regular Season	9	11	2008	(2008-09)	NBA	Boston Celtics	NBA	Detroit Pistons	88	76				
Regular Season	9	11	2008	(2008-09)	NBA	Denver Nuggets (2)	NBA	Memphis Grizzlies	100	90				
Regular Season	9	11	2008	(2008-09)	NBA	Los Angeles Clippers	NBA	Dallas Mavericks	103	92				
Regular Season	9	11	2008	(2008-09)	NBA	Los Angeles Lakers	NBA	Houston Rockets	111	82				
Regular Season	9	11	2008	(2008-09)	NBA	New York Knicks	NBA	Utah Jazz	107	99				
Regular Season	9	11	2008	(2008-09)	NBA	Sacramento Kings	NBA	Golden State Warriors	115	98				
Regular Season	9	11	2008	(2008-09)	NBA	Toronto Raptors	NBA	Charlotte Hornets	89	79				
Regular Season	10	11	2008	(2008-09)	NBA	Boston Celtics	NBA	Toronto Raptors	94	87				
Regular Season	10	11	2008	(2008-09)	NBA	Indiana Pacers	NBA	Oklahoma City Thunder	107	99				
Regular Season	10	11	2008	(2008-09)	NBA	Miami Heat	NBA	Brooklyn Nets	99	94				
Regular Season	10	11	2008	(2008-09)	NBA	Phoenix Suns	NBA	Memphis Grizzlies	107	102				
Regular Season	10	11	2008	(2008-09)	NBA	Portland Trail Blazers	NBA	Orlando Magic	106	99				
Regular Season	11	11	2008	(2008-09)	NBA	Atlanta Hawks	NBA	Chicago Bulls	113	108				
Regular Season	11	11	2008	(2008-09)	NBA	Cleveland Cavaliers	NBA	Milwaukee Bucks	99	93				
Regular Season	11	11	2008	(2008-09)	NBA	Denver Nuggets (2)	NBA	Charlotte Hornets	88	80				
Regular Season	11	11	2008	(2008-09)	NBA	Detroit Pistons	NBA	Sacramento Kings	100	92				
Regular Season	11	11	2008	(2008-09)	NBA	Golden State Warriors	NBA	Minnesota Timberwolves	113	110	#			
Regular Season	11	11	2008	(2008-09)	NBA	Los Angeles Lakers	NBA	Dallas Mavericks	106	99				
Regular Season	11	11	2008	(2008-09)	NBA	San Antonio Spurs	NBA	New York Knicks	92	80				
Regular Season	11	11	2008	(2008-09)	NBA	Utah Jazz	NBA	Philadelphia 76ers	93	80				
Regular Season	12	11	2008	(2008-09)	NBA	Boston Celtics	NBA	Atlanta Hawks	103	102				
Regular Season	12	11	2008	(2008-09)	NBA	Houston Rockets	NBA	Phoenix Suns	94	82				
Regular Season	12	11	2008	(2008-09)	NBA	Indiana Pacers	NBA	Brooklyn Nets	98	87				
Regular Season	12	11	2008	(2008-09)	NBA	Los Angeles Lakers	NBA	New Orleans Pelicans	93	86				
Regular Season	12	11	2008	(2008-09)	NBA	Milwaukee Bucks	NBA	San Antonio Spurs	82	78				
Regular Season	12	11	2008	(2008-09)	NBA	New York Knicks	NBA	Memphis Grizzlies	132	103				
Regular Season	12	11	2008	(2008-09)	NBA	Orlando Magic	NBA	Oklahoma City Thunder	109	92				
Regular Season	12	11	2008	(2008-09)	NBA	Philadelphia 76ers	NBA	Toronto Raptors	106	96				
Regular Season	12	11	2008	(2008-09)	NBA	Portland Trail Blazers	NBA	Miami Heat	104	96				
Regular Season	12	11	2008	(2008-09)	NBA	Sacramento Kings	NBA	Los Angeles Clippers	103	98				
Regular Season	12	11	2008	(2008-09)	NBA	Washington Wizards	NBA	Utah Jazz	95	87				
Regular Season	13	11	2008	(2008-09)	NBA	Chicago Bulls	NBA	Dallas Mavericks	98	91				
Regular Season	13	11	2008	(2008-09)	NBA	Cleveland Cavaliers	NBA	Denver Nuggets (2)	110	99				
Regular Season	13	11	2008	(2008-09)	NBA	Detroit Pistons	NBA	Golden State Warriors	107	102				
Regular Season	14	11	2008	(2008-09)	NBA	Charlotte Hornets	NBA	Utah Jazz	104	96				
Regular Season	14	11	2008	(2008-09)	NBA	Denver Nuggets (2)	NBA	Boston Celtics	94	85				
Regular Season	14	11	2008	(2008-09)	NBA	Detroit Pistons	NBA	Los Angeles Lakers	106	95				
Regular Season	14	11	2008	(2008-09)	NBA	Miami Heat	NBA	Washington Wizards	97	77				
Regular Season	14	11	2008	(2008-09)	NBA	Milwaukee Bucks	NBA	Memphis Grizzlies	101	96	#			
Regular Season	14	11	2008	(2008-09)	NBA	Brooklyn Nets	NBA	Atlanta Hawks	115	108				
Regular Season	14	11	2008	(2008-09)	NBA	New Orleans Pelicans	NBA	Portland Trail Blazers	87	82				
Regular Season	14	11	2008	(2008-09)	NBA	New York Knicks	NBA	Oklahoma City Thunder	116	106				
Regular Season	14	11	2008	(2008-09)	NBA	Orlando Magic	NBA	Dallas Mavericks	102	100				
Regular Season	14	11	2008	(2008-09)	NBA	Philadelphia 76ers	NBA	Indiana Pacers	94	92				
Regular Season	14	11	2008	(2008-09)	NBA	Phoenix Suns	NBA	Sacramento Kings	97	95	#			
Regular Season	14	11	2008	(2008-09)	NBA	San Antonio Spurs	NBA	Houston Rockets	77	75				
Regular Season	15	11	2008	(2008-09)	NBA	Boston Celtics	NBA	Milwaukee Bucks	102	97	#			
Regular Season	15	11	2008	(2008-09)	NBA	Chicago Bulls	NBA	Indiana Pacers	104	91				
Regular Season	15	11	2008	(2008-09)	NBA	Cleveland Cavaliers	NBA	Utah Jazz	105	93				
Regular Season	15	11	2008	(2008-09)	NBA	Golden State Warriors	NBA	Los Angeles Clippers	121	103				
Regular Season	15	11	2008	(2008-09)	NBA	Houston Rockets	NBA	New Orleans Pelicans	91	82				
Regular Season	15	11	2008	(2008-09)	NBA	Brooklyn Nets	NBA	Atlanta Hawks	119	107				
Regular Season	15	11	2008	(2008-09)	NBA	Philadelphia 76ers	NBA	Oklahoma City Thunder	110	85				
Regular Season	15	11	2008	(2008-09)	NBA	Portland Trail Blazers	NBA	Minnesota Timberwolves	88	83				
Regular Season	16	11	2008	(2008-09)	NBA	Dallas Mavericks	NBA	New York Knicks	124	114	#			
Regular Season	16	11	2008	(2008-09)	NBA	Denver Nuggets (2)	NBA	Minnesota Timberwolves	90	84				
Regular Season	16	11	2008	(2008-09)	NBA	Orlando Magic	NBA	Charlotte Hornets	90	85				
Regular Season	16	11	2008	(2008-09)	NBA	Phoenix Suns	NBA	Detroit Pistons	104	86				
Regular Season	16	11	2008	(2008-09)	NBA	San Antonio Spurs	NBA	Sacramento Kings	90	88				
Regular Season	16	11	2008	(2008-09)	NBA	Toronto Raptors	NBA	Miami Heat	107	96				
Regular Season	17	11	2008	(2008-09)	NBA	Houston Rockets	NBA	Oklahoma City Thunder	100	89				
Regular Season	17	11	2008	(2008-09)	NBA	San Antonio Spurs	NBA	Los Angeles Clippers	86	83				
Regular Season	17	11	2008	(2008-09)	NBA	Utah Jazz	NBA	Phoenix Suns	109	97				
Regular Season	18	11	2008	(2008-09)	NBA	Boston Celtics	NBA	New York Knicks	110	101				
Regular Season	18	11	2008	(2008-09)	NBA	Cleveland Cavaliers	NBA	Brooklyn Nets	106	82				
Regular Season	18	11	2008	(2008-09)	NBA	Dallas Mavericks	NBA	Charlotte Hornets	100	83				
Regular Season	18	11	2008	(2008-09)	NBA	Denver Nuggets (2)	NBA	Milwaukee Bucks	114	105				
Regular Season	18	11	2008	(2008-09)	NBA	Golden State Warriors	NBA	Portland Trail Blazers	111	106				
Regular Season	18	11	2008	(2008-09)	NBA	Indiana Pacers	NBA	Atlanta Hawks	113	96				
Regular Season	18	11	2008	(2008-09)	NBA	Los Angeles Lakers	NBA	Chicago Bulls	116	109				
Regular Season	18	11	2008	(2008-09)	NBA	Memphis Grizzlies	NBA	Sacramento Kings	109	94				
Regular Season	18	11	2008	(2008-09)	NBA	Miami Heat	NBA	Washington Wizards	94	87				
Regular Season	18	11	2008	(2008-09)	NBA	Orlando Magic	NBA	Toronto Raptors	103	90				
Regular Season	19	11	2008	(2008-09)	NBA	Atlanta Hawks	NBA	Washington Wizards	91	87				
Regular Season	19	11	2008	(2008-09)	NBA	Dallas Mavericks	NBA	Houston Rockets	96	86				
Regular Season	19	11	2008	(2008-09)	NBA	Denver Nuggets (2)	NBA	San Antonio Spurs	91	81				
Regular Season	19	11	2008	(2008-09)	NBA	Detroit Pistons	NBA	Cleveland Cavaliers	96	89				
Regular Season	19	11	2008	(2008-09)	NBA	Los Angeles Clippers	NBA	Oklahoma City Thunder	108	88				
Regular Season	19	11	2008	(2008-09)	NBA	Minnesota Timberwolves	NBA	Philadelphia 76ers	102	96				
Regular Season	19	11	2008	(2008-09)	NBA	Portland Trail Blazers	NBA	Chicago Bulls	116	74				
Regular Season	19	11	2008	(2008-09)	NBA	Sacramento Kings	NBA	New Orleans Pelicans	105	96				
Regular Season	19	11	2008	(2008-09)	NBA	Toronto Raptors	NBA	Miami Heat	101	95				
Regular Season	19	11	2008	(2008-09)	NBA	Utah Jazz	NBA	Milwaukee Bucks	105	94				
Regular Season	20	11	2008	(2008-09)	NBA	Boston Celtics	NBA	Detroit Pistons	98	80				
Regular Season	20	11	2008	(2008-09)	NBA	Los Angeles Lakers	NBA	Phoenix Suns	105	92				
Regular Season	21	11	2008	(2008-09)	NBA	Atlanta Hawks	NBA	Charlotte Hornets	88	83				
Regular Season	21	11	2008	(2008-09)	NBA	Boston Celtics	NBA	Minnesota Timberwolves	95	78				
Regular Season	21	11	2008	(2008-09)	NBA	Chicago Bulls	NBA	Golden State Warriors	115	110				
Regular Season	21	11	2008	(2008-09)	NBA	Dallas Mavericks	NBA	Memphis Grizzlies	91	76				
Regular Season	21	11	2008	(2008-09)	NBA	Houston Rockets	NBA	Washington Wizards	103	91				
Regular Season	21	11	2008	(2008-09)	NBA	Los Angeles Lakers	NBA	Denver Nuggets (2)	104	90				
Regular Season	21	11	2008	(2008-09)	NBA	Milwaukee Bucks	NBA	New York Knicks	104	87				
Regular Season	21	11	2008	(2008-09)	NBA	Brooklyn Nets	NBA	Toronto Raptors	129	127	#			
Regular Season	21	11	2008	(2008-09)	NBA	New Orleans Pelicans	NBA	Oklahoma City Thunder	105	80				
Regular Season	21	11	2008	(2008-09)	NBA	Orlando Magic	NBA	Indiana Pacers	100	98	#			
Regular Season	21	11	2008	(2008-09)	NBA	Philadelphia 76ers	NBA	Los Angeles Clippers	89	88				
Regular Season	21	11	2008	(2008-09)	NBA	Portland Trail Blazers	NBA	Sacramento Kings	117	96				
Regular Season	21	11	2008	(2008-09)	NBA	San Antonio Spurs	NBA	Utah Jazz	119	94				
Regular Season	22	11	2008	(2008-09)	NBA	Cleveland Cavaliers	NBA	Atlanta Hawks	110	96				
Regular Season	22	11	2008	(2008-09)	NBA	Houston Rockets	NBA	Orlando Magic	100	95				
Regular Season	22	11	2008	(2008-09)	NBA	Miami Heat	NBA	Indiana Pacers	109	100				
Regular Season	22	11	2008	(2008-09)	NBA	Milwaukee Bucks	NBA	Charlotte Hornets	79	74				
Regular Season	22	11	2008	(2008-09)	NBA	Brooklyn Nets	NBA	Los Angeles Clippers	112	95				
Regular Season	22	11	2008	(2008-09)	NBA	New Orleans Pelicans	NBA	Oklahoma City Thunder	109	97				
Regular Season	22	11	2008	(2008-09)	NBA	New York Knicks	NBA	Washington Wizards	122	117				
Regular Season	22	11	2008	(2008-09)	NBA	Phoenix Suns	NBA	Portland Trail Blazers	102	92				
Regular Season	22	11	2008	(2008-09)	NBA	Utah Jazz	NBA	Memphis Grizzlies	103	94				
Regular Season	23	11	2008	(2008-09)	NBA	Boston Celtics	NBA	Toronto Raptors	118	103				
Regular Season	23	11	2008	(2008-09)	NBA	Denver Nuggets (2)	NBA	Chicago Bulls	114	101				
Regular Season	23	11	2008	(2008-09)	NBA	Los Angeles Lakers	NBA	Sacramento Kings	118	108				
Regular Season	23	11	2008	(2008-09)	NBA	Minnesota Timberwolves	NBA	Detroit Pistons	106	80				
Regular Season	23	11	2008	(2008-09)	NBA	Philadelphia 76ers	NBA	Golden State Warriors	89	81				
Regular Season	24	11	2008	(2008-09)	NBA	Charlotte Hornets	NBA	Philadelphia 76ers	93	84				
Regular Season	24	11	2008	(2008-09)	NBA	Chicago Bulls	NBA	Utah Jazz	101	100				
Regular Season	24	11	2008	(2008-09)	NBA	Houston Rockets	NBA	Miami Heat	107	98				
Regular Season	24	11	2008	(2008-09)	NBA	New Orleans Pelicans	NBA	Los Angeles Clippers	99	87				
Regular Season	24	11	2008	(2008-09)	NBA	Orlando Magic	NBA	Milwaukee Bucks	108	101				
Regular Season	24	11	2008	(2008-09)	NBA	Portland Trail Blazers	NBA	Sacramento Kings	91	90				
Regular Season	24	11	2008	(2008-09)	NBA	San Antonio Spurs	NBA	Memphis Grizzlies	94	81				
Regular Season	25	11	2008	(2008-09)	NBA	Cleveland Cavaliers	NBA	New York Knicks	119	101				
Regular Season	25	11	2008	(2008-09)	NBA	Dallas Mavericks	NBA	Indiana Pacers	109	106				
Regular Season	25	11	2008	(2008-09)	NBA	Los Angeles Lakers	NBA	Brooklyn Nets	120	93				
Regular Season	25	11	2008	(2008-09)	NBA	Phoenix Suns	NBA	Oklahoma City Thunder	99	98				
Regular Season	25	11	2008	(2008-09)	NBA	Washington Wizards	NBA	Golden State Warriors	124	100				
Regular Season	26	11	2008	(2008-09)	NBA	Atlanta Hawks	NBA	Milwaukee Bucks	102	96				
Regular Season	26	11	2008	(2008-09)	NBA	Boston Celtics	NBA	Golden State Warriors	119	111				
Regular Season	26	11	2008	(2008-09)	NBA	Cleveland Cavaliers	NBA	Oklahoma City Thunder	117	82				
Regular Season	26	11	2008	(2008-09)	NBA	Denver Nuggets (2)	NBA	Los Angeles Clippers	106	105				
Regular Season	26	11	2008	(2008-09)	NBA	Detroit Pistons	NBA	New York Knicks	110	96				
Regular Season	26	11	2008	(2008-09)	NBA	Indiana Pacers	NBA	Houston Rockets	91	90				
Regular Season	26	11	2008	(2008-09)	NBA	Brooklyn Nets	NBA	Sacramento Kings	116	114	#			
Regular Season	26	11	2008	(2008-09)	NBA	Orlando Magic	NBA	Philadelphia 76ers	96	94				
Regular Season	26	11	2008	(2008-09)	NBA	Phoenix Suns	NBA	Minnesota Timberwolves	110	102				
Regular Season	26	11	2008	(2008-09)	NBA	Portland Trail Blazers	NBA	Miami Heat	106	68				
Regular Season	26	11	2008	(2008-09)	NBA	San Antonio Spurs	NBA	Chicago Bulls	98	88				
Regular Season	26	11	2008	(2008-09)	NBA	Toronto Raptors	NBA	Charlotte Hornets	93	86				
Regular Season	26	11	2008	(2008-09)	NBA	Utah Jazz	NBA	Memphis Grizzlies	117	100				
Regular Season	27	11	2008	(2008-09)	NBA	New Orleans Pelicans	NBA	Denver Nuggets (2)	105	101				
Regular Season	27	11	2008	(2008-09)	NBA	Orlando Magic	NBA	Washington Wizards	105	90				
Regular Season	28	11	2008	(2008-09)	NBA	Boston Celtics	NBA	Philadelphia 76ers	102	78				
Regular Season	28	11	2008	(2008-09)	NBA	Charlotte Hornets	NBA	Indiana Pacers	115	108	#			
Regular Season	28	11	2008	(2008-09)	NBA	Cleveland Cavaliers	NBA	Golden State Warriors	112	97				
Regular Season	28	11	2008	(2008-09)	NBA	Detroit Pistons	NBA	Milwaukee Bucks	107	97				
Regular Season	28	11	2008	(2008-09)	NBA	Los Angeles Lakers	NBA	Dallas Mavericks	114	107				
Regular Season	28	11	2008	(2008-09)	NBA	Miami Heat	NBA	Phoenix Suns	107	92				
Regular Season	28	11	2008	(2008-09)	NBA	Minnesota Timberwolves	NBA	Oklahoma City Thunder	105	103				
Regular Season	28	11	2008	(2008-09)	NBA	Portland Trail Blazers	NBA	New Orleans Pelicans	101	86				
Regular Season	28	11	2008	(2008-09)	NBA	San Antonio Spurs	NBA	Memphis Grizzlies	109	98				
